199	176564363250346	12:33:20	TA타카	1000	최깨비		최깨비	
200	176564360004886	12:32:46	JINU쿤쿤	414	하정	2025-12-14 01:33:20	하정	
201	176564359984583	12:32:45	JINU쿠쿠	300	요요하정		하정	
202	176564357990007	12:32:25	#VIVID	180	진매			
203	176564345840643	12:30:25	JINU조로-0-	1052	생각보다 잘해서 깜놀			
204	176564345222810	12:30:19	쫑쫑~	100	까망			
205	176564344608171	12:30:19	JINU도리	100	까망ㅋ			
206	176564343661502	12:30:04	Bright_퓨쳐	4666	소냥이 기여도 11만개 넘길까나?1			
207	176564338848037	12:29:14	JINU뚜우	900	하온			
208	176564338740825	12:29:14	6주	1000	운재			
209	176564338634617	12:29:12	JINU조로-0-	3737	ㄲㅇ			
210	176564338345490	12:29:11	쫑쫑~	100	가람			
211	176564334699385	12:28:33	JINU도리	100	까망	2025-12-14 01:29:07		
212	176564329356426	12:27:41	JINU쿤쿤	249	시앙			
213	176564320454321	12:26:10	Bright_퓨쳐	2666	일단 먼지 사드가자 니카형님한테 잘해 먼지야!			
214	176564313978548	12:25:05	소음단_D	1090	꼬리플			
215	176564313319200	12:25:00	[두리미리소]	1440	금별			
216	176564312947225	12:24:58	TA타카	100	금별			
217	176564312207078	12:24:48	[두리미리소]	1313	금별	2025-12-14 01:25:22		
218	176564311173808	12:24:39	[두리미리소]	1000	금별			
219	176564305056196	12:23:36	Bright_퓨쳐	1000	니카 형님 멋지십니다 먼지 축하!			
220	176564295900304	12:22:15	Bright_퓨쳐	2158	소냥이는 기여도 [계좌번호삭제]개 넘겨버리자!			
221	176564293604136	12:21:47	JINU뚜우	1000	하온			
222	176564289475438	12:21:00	실로니카	1007				
223	176564285228334	12:20:18	실로니카	2666				
224	176564284393567	12:20:12	실로니카	1222				
225	176564283312271	12:19:59	실로니카	1199				
226	176564282578898	12:19:51	실로니카	1440				
227	176564281958812	12:19:48	실로니카	1339				
228	176564281853600	12:19:48	실로니카	1280				
229	176564277027798	12:18:57	Bright_퓨쳐	4001	먼지 아슬아슬하게 가보자 니카형님 부탁드립니다!			
230	176564266830743	12:17:14	실로니카	10000				
231	176564265270422	12:17:00	JINU편의점맨	127	세은			
232	176564260094466	12:16:10	[JINU]드가자	1775	하정 이대로 끝나믄 아쉽지		하정	
233	176564258518541	12:15:51	검은모래	200	가람 ^^		가람	
234	176564255392633	12:15:21	검은모래	100	먼지 ^^			
235	176564253636438	12:15:02	검은모래	100	팡린 ^^			
236	176564251262832	12:14:38	검은모래	100	까망 ^^			
237	176564189790739	12:04:27	지누1004시앙	2424				
238	176564180676000	12:02:54	지누1004시앙	13000				
239	176564180058514	12:02:51	무하메	1004	뚜부			
240	176564179072014	12:02:36	실로니카	1000	운재	2025-12-14 01:03:10		
241	176564178246654	12:02:28	실로니카	1000	깨비		최깨비	
242	176564175712834	12:02:04	지누1004시앙	1000	팡린			
243	176564172666732	12:01:40	JINU도리	1090	한빛			
244	176564163513820	12:00:01	지누1004시앙	4885				
245	176564159156973	11:59:32	지누1004시앙	1000	먼지^^	2025-12-14 00:59:51		
246	176564156876834	11:59:32	So_ANDY_So	30000	소소			
247	176564156876527	11:59:32	지누1004시앙	1000	진매			
248	176564153539441	11:59:32	SSS굳굳	1004	두니	2025-12-14 00:58:55		
249	176564152792584	11:59:32	지누1004시앙	1000	뚜부			
250	176564150587045	11:59:32	지누1004시앙	1000	하온			
251	176564143995145	11:56:45	Bright_퓨쳐	3000	소냥			
252	176564136131323	11:55:27	츄르단두목냥	2029	다냥			
253	176564135735208	11:55:25	[해적]유덕리	500	참석의 의미를 두자 열심히 모아왔어 ㅋㅋ 세은아 ㅋㅋ			
254	176564127729142	11:54:05	Bright_퓨쳐	4600	소냥			
255	176564122676814	11:53:15	Bright_퓨쳐	1225	소냥			
256	176564116385201	11:52:09	JINU디테	2000	소소			
257	176564105662726	11:50:22	Bright_퓨쳐	4666	소냥			
258	176564101842425	11:49:46	fate.zero	10400	만송			
259	176564101794222	11:49:46	JINU업업	500	소소 뾱			
260	176564096761565	11:48:56	츄르단두목냥	5000	다냥			
261	176564089858804	11:47:44	JINU댕동	100	먼지 매번 댕동샤라웃 고맙~	2025-12-14 00:48:18	먼지	
262	176564089784294	11:47:43	[두리미리소]	1550	금별	2025-12-14 00:48:17		
263	176564089744285	11:47:43	[수빈이어라]	1090	가람이		가람	
264	176564089438662	11:47:41	JINU보엑	1004	까망			
265	176564088765658	11:47:40	[수빈이어라]	200	하정		하정	
266	176564086856701	11:47:16	JINU_Jason	1000	ajin		아진	
267	176564083897666	11:46:51	JINU댕동	1004	진매룽 늦엇다 끝까지 화이팅!!		진매	
268	176564082896835	11:46:34	JINU_Jason	100	dooni	2025-12-14 00:47:09	두니	
269	176564075096326	11:45:17	지누1004시앙	30000				
270	176564067999093	11:44:06	Bright_퓨쳐	2666				
271	176564064993844	11:43:35	Bright_퓨쳐	6119	소냥			
272	176564060874479	11:43:01	JINU손자	100	mansong			
273	176564060874168	11:43:01	던져부러!	100	팡린			
274	176564018240537	11:35:48	은빛키르아	1000	가람	2025-12-14 00:36:23	가람	
275	176564016002950	11:35:26	JINU헤헌	100	김소소 뿌애애애애앵	2025-12-14 00:36:00		
276	176563999599614	11:32:49	지누1004시앙	1000	운재~쿤			
277	176563996165143	11:32:07	버럭	1000	만송	2025-12-14 00:32:44		
278	176563995325935	11:32:01	얌전할께요	1052	가람 뾱			
279	176563994134660	11:31:47	지누1004시앙	1000	두니~		두니	
280	176563993496260	11:31:41	JINU_걸음마	1000	세은~~ 어케 하사때 화장실에서 초코파이 먹는것보다 더 긴장된다 걸릴까봐 ㅋㅋ		세은	
281	176563986617334	11:30:36	소음단_D	100	먹방 먼지			
282	176563986522120	11:30:32	정밀추적	1000	하정  받은건 갚아야지 ㅋ		하정	1+1
283	176563986082948	11:30:30	지누1004시앙	1000	제비단장~ㅎ			
284	176563983540470	11:30:07	소음단_D	100	까망			
285	176563981903593	11:29:45	소음단_D	100	요~요요요 하정		하정	
286	176563981870970	11:29:45	JINU츄JERRY	500	꼴찌 추가보너스 1코 팡			
287	176563980508225	11:29:40	JINU터치	3113	소소			
288	176563976151539	11:28:48	6주	5000	비챠			
289	176563976055311	11:28:48	구름타는냥이	1000	소소			
290	176563975959831	11:28:48	JINU업업	2004	가람			
291	176563973271923	11:28:23	[JINU]드가자	1000	하온			
292	176563971380995	11:28:00	[JINU]드가자	1000	금별			
293	176563965049351	11:26:56	[JINU]드가자	1000	하정	2025-12-14 00:27:31		
294	176563959970930	11:26:05	JINU겸손	100	금별이 덕에 우승했어 내년도 골드스타 화이팅!!			
295	176563959692492	11:26:02	버럭	1000	만송			
296	176563948268933	11:24:08	지누1004시앙	1000	여~~시	2025-12-14 00:24:42		
297	176563944293563	11:23:32	JINU보엑	2666	까망이			
298	176563937744485	11:22:24	지누1004시앙	1000	깨비!		최깨비	
299	176563937116248	11:22:20	지누1004시앙	1000	여시			
300	176563931170768	11:21:18	지누1004시앙	1000	먼지~			
301	176563928479527	11:20:50	지누1004시앙	1000	아진		아진	
302	176563921869007	11:19:52	So_ANDY_So	20000	소소		소소	
303	176563921256968	11:19:38	JINU츄JERRY	1004	미소냥			
304	176563920398291	11:19:31	JINU츄JERRY	1004	진매		진매	
305	176563920393690	11:19:31	지누1004시앙	1000	가람~		가람	
306	176563920370076	11:19:31	6주	1000	운재			
307	176563919137392	11:19:26	JINU비트	1000	까망			
308	176563919049980	11:19:25	함주라_	500	아진아 쌀먹가자		아진	
309	176563918644632	11:19:12	JINU츄JERRY	1004	세은		세은	
310	176563918421115	11:19:10	JINU쿤쿤	1000	박댚			
311	176563918101782	11:19:07	6주	1000	비챠	2025-12-14 00:19:49		
312	176563917666627	11:19:02	JINU츄JERRY	1004	다냥			
